ID	name	sect	type	target	fire	damage	fireType	range	ap	mp	rSkill	rMap	add1	add2	anim	audio	book	description	w	h	r	speed	cd	dmgt	combo	color						
百草解毒术	百草解毒术	神农帮	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
神龙护体功	神龙护体功	神农帮	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
百草除瘴术	百草除瘴术	神农帮	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
百草还神术	百草还神术	神农帮	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
神龙辟邪功	神龙辟邪功	神农帮	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
兰庭七灵功	兰庭七灵功	神农帮	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
玉芝七灵功	玉芝七灵功	神农帮	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
一阳八饫功	一阳八饫功	神农帮	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
灵台五转功	灵台五转功	太乙教	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
玄石功	玄石功	太乙教	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
太乙先天功	太乙先天功	太乙教	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
鸿蒙九天功	鸿蒙九天功	太乙教	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
补石术	补石术	太乙教	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
金关玉锁功	金关玉锁功	太乙教	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
释迦无碍功	释迦无碍功	宝相寺	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
宝相极乐功	宝相极乐功	宝相寺	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
元田化毒功	元田化毒功	新门派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
元田解毒功	元田解毒功	新门派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
诸葛七星术	诸葛七星术	新门派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
妙手取物术	妙手取物术	丐帮	奇	对手	3	1D10	点	32	3	6	奇术D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
迷魂术	迷魂术	丐帮	奇	对手	3	1D10	点	32	3	6	奇术D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
獒口夺杖法	獒口夺杖法	丐帮	奇	对手	3	1D10	点	32	3	6	奇术D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
寒冰凝碧功	寒冰凝碧功	魔教	奇	对手	3	1D10	点	32	3	6	奇术D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
反掌巧夺术	反掌巧夺术	魔教	奇	对手	3	1D10	点	32	3	6	奇术D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
玄冥太阴功	玄冥太阴功	魔教	奇	对手	3	1D10	点	32	3	6	奇术D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
五鬼搬运术	五鬼搬运术	巫山派	奇	对手	3	1D10	点	32	3	6	奇术D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
五毒失魂术	五毒失魂术	巫山派	奇	对手	3	1D10	点	32	3	6	奇术D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
牵羊术	牵羊术	洞庭帮	奇	对手	3	1D10	点	32	3	6	奇术D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
醉太白	醉太白	洞庭帮	奇	对手	3	1D10	点	32	3	6	奇术D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
人皆醉	人皆醉	洞庭帮	奇	对手	3	1D10	点	32	3	6	奇术D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
飞沙昏迷术	飞沙昏迷术	英雄门	奇	对手	3	1D10	点	32	3	6	奇术D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
百花劝醉术	百花劝醉术	神农帮	奇	对手	3	1D10	点	32	3	6	奇术D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
逍遥补风术	逍遥补风术	太乙教	奇	对手	3	1D10	点	32	3	6	奇术D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
六出术	六出术	太乙教	奇	对手	3	1D10	点	32	3	6	奇术D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
封镜术	封镜术	宝相寺	奇	对手	3	1D10	点	32	3	6	奇术D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
探囊取物术	探囊取物术	新门派	奇	对手	3	1D10	点	32	3	6	奇术D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
空手夺白刃	空手夺白刃	新门派	奇	对手	3	1D10	点	32	3	6	奇术D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
